,City of Seller,City of Purchaser,Time of Order origin,Commodity Index,Amount of Commodity,Whether Emergency? (Yes:1 No:0),Time of Order,Transport,Vehicle
14816,40,177,18:21:23,73,48,1,1101.383333,,
14817,40,178,5:00:33,69,7,0,300.55,,
14818,40,180,9:32:15,44,30,0,572.25,,
14819,40,182,23:18:28,53,22,0,1398.466667,,
14820,40,185,4:04:38,66,49,0,244.6333333,,
14821,40,185,9:34:00,88,24,0,574.0,,
14822,40,190,5:19:32,64,48,0,319.53333330000004,,
14823,40,195,15:27:21,68,11,0,927.35,,
14824,40,195,17:36:15,92,43,1,1056.25,,
14825,40,199,11:42:28,74,18,0,702.4666667,,
14826,40,200,5:02:17,113,16,0,302.28333330000004,,
14827,40,200,23:10:13,80,27,0,1390.216667,,
14828,40,201,12:46:07,93,16,0,766.1166667,,
14829,40,202,19:01:16,18,7,0,1141.266667,,
14830,40,203,8:14:28,12,43,0,494.46666669999996,,
14831,40,203,12:31:23,61,18,0,751.3833333,,
14832,40,204,4:02:59,46,18,0,242.9833333,,
14833,40,204,5:48:15,67,35,0,348.25,,
14834,40,207,1:09:42,70,42,0,69.7,,
14835,40,207,15:39:49,82,40,0,939.8166667000002,,
14836,40,211,8:05:21,56,6,1,485.35,,
14837,40,213,12:51:44,40,1,0,771.7333332999999,,
14838,40,214,12:52:47,39,29,1,772.7833333,,
14839,40,215,6:09:12,35,27,0,369.2,,
14840,40,216,7:34:14,57,44,0,454.2333333000001,,
14841,40,217,17:56:42,88,14,0,1076.7,,
14842,40,218,10:42:27,83,38,0,642.45,,
14843,40,220,12:54:24,97,16,0,774.4,,
14844,40,221,4:00:34,113,23,0,240.56666669999998,,
14845,40,222,16:18:58,27,25,0,978.9666667000001,,
14846,40,225,11:45:36,31,6,0,705.6,,
14847,40,226,2:03:04,15,32,0,123.06666670000001,,
14848,40,226,9:32:21,54,1,0,572.35,,
14849,40,226,15:04:24,80,29,0,904.4,,
14850,40,230,3:40:42,3,11,0,220.7,,
14851,40,230,20:36:30,109,20,0,1236.5,,
14852,40,231,7:42:28,16,6,0,462.46666669999996,,
14853,40,231,9:19:41,106,20,0,559.6833333,,
14854,40,232,15:12:00,36,26,0,912.0,,
14855,40,237,8:42:48,91,16,0,522.8,,
14856,40,238,4:05:48,117,34,0,245.8,,
14857,40,238,10:03:38,64,2,0,603.6333333,,
14858,40,240,11:09:58,42,10,0,669.9666667,,
14859,40,242,13:51:17,49,6,1,831.2833333,,
14860,40,245,2:56:09,85,46,0,176.15,,
14861,40,246,17:31:48,42,34,1,1051.8,,
14862,40,247,15:43:26,16,27,1,943.4333332999998,,
14863,40,248,21:35:11,110,27,0,1295.183333,,
14864,40,252,10:05:04,45,38,0,605.0666667,,
14865,40,252,20:12:59,87,47,0,1212.983333,,
14866,40,253,17:27:56,26,9,0,1047.933333,,
14867,40,256,15:19:28,80,31,0,919.4666667000001,,
14868,40,259,10:04:57,111,35,0,604.95,,
14869,40,262,18:20:33,87,43,0,1100.55,,
14870,40,266,7:14:15,71,8,0,434.25,,
14871,40,267,20:01:22,7,22,0,1201.366667,,
14872,40,268,6:48:32,65,13,0,408.53333330000004,,
14873,40,270,0:52:25,48,32,1,52.41666667,,
14874,40,270,6:24:55,49,2,0,384.9166667,,
14875,40,275,19:50:05,110,21,0,1190.083333,,
14876,40,279,9:46:29,122,39,0,586.4833332999999,,
14877,40,289,17:08:15,99,10,0,1028.25,,
14878,40,291,13:26:39,110,1,1,806.65,,
14879,40,295,11:34:26,51,13,1,694.4333333,,
14880,40,298,0:54:50,84,38,0,54.83333333,,
14881,40,299,3:14:48,74,5,0,194.8,,
14882,40,300,16:29:10,48,49,0,989.1666667000002,,
14883,40,303,2:35:41,17,33,0,155.68333330000002,,
14884,40,305,0:57:29,61,17,1,57.48333333,,
14885,40,306,22:39:07,31,24,1,1359.116667,,
14886,40,309,0:08:37,56,26,0,8.616666667,,
14887,40,311,11:54:42,71,21,0,714.7,,
14888,40,312,17:05:56,25,12,0,1025.933333,,
14889,40,312,19:30:50,52,1,0,1170.833333,,
14890,40,313,21:24:38,40,19,0,1284.633333,,
14891,40,315,22:40:38,107,16,0,1360.633333,,
14892,40,316,5:43:37,107,30,0,343.6166667,,
14893,40,319,3:07:16,106,42,1,187.2666667,,
14894,40,319,23:06:09,92,44,0,1386.15,,
14895,40,320,17:22:24,25,36,0,1042.4,,
14896,40,325,0:48:51,30,41,0,48.85,,
14897,40,326,15:28:04,123,38,0,928.0666667000002,,
14898,40,326,20:12:43,87,7,0,1212.716667,,
14899,40,328,3:22:15,28,26,0,202.25,,
14900,40,332,22:51:49,94,41,0,1371.816667,,
14901,40,335,4:26:12,65,38,0,266.2,,
14902,40,339,20:07:15,16,34,0,1207.25,,
14903,40,344,17:25:57,82,39,0,1045.95,,
14904,40,344,23:53:21,46,16,1,1433.35,,
14905,40,345,9:35:57,80,10,0,575.95,,
14906,40,345,21:43:32,54,9,0,1303.533333,,
14907,40,347,3:01:22,1,50,0,181.3666667,,
14908,40,347,5:33:48,21,20,0,333.8,,
14909,40,348,5:28:51,29,41,0,328.85,,
14910,40,349,0:39:25,23,46,0,39.41666667,,
14911,40,351,2:51:11,46,28,0,171.18333330000002,,
14912,40,353,13:51:03,56,46,0,831.05,,
14913,40,357,19:27:58,106,27,1,1167.966667,,
14914,40,359,1:30:19,118,46,1,90.31666667,,
14915,40,362,1:10:36,16,32,0,70.6,,
14916,40,362,1:13:10,39,20,0,73.16666667,,
14917,40,364,14:02:13,50,33,0,842.2166667000001,,
14918,40,365,0:02:53,56,41,0,2.883333333,,
14919,40,367,3:31:52,68,5,0,211.8666667,,
14920,40,370,2:43:39,43,41,0,163.65,,
14921,40,370,5:46:59,83,47,0,346.9833333,,
14922,40,375,17:27:53,13,36,0,1047.883333,,
14923,40,377,7:21:34,117,17,0,441.5666666999999,,
14924,40,377,12:49:57,121,40,0,769.95,,
14925,40,379,0:58:27,51,20,0,58.45,,
14926,40,388,9:57:50,63,43,0,597.8333332999999,,
14927,40,388,12:48:42,74,32,0,768.7,,
14928,40,390,12:39:20,33,43,0,759.3333332999999,,
14929,40,390,14:50:19,53,14,1,890.3166667000002,,
14930,40,391,15:32:07,24,35,0,932.1166667000001,,
14931,40,391,20:14:04,54,8,0,1214.066667,,
14932,40,393,3:32:32,71,39,0,212.5333333,,
14933,40,396,3:53:52,22,40,0,233.8666667,,
14934,40,398,2:21:00,81,2,1,141.0,,
14935,40,399,1:12:09,14,40,0,72.15,,
14936,40,403,13:03:24,90,29,0,783.4,,
14937,40,403,20:24:53,104,14,0,1224.883333,,
14938,40,404,23:17:06,85,14,0,1397.1,,
14939,40,406,2:15:21,10,34,0,135.35,,
14940,40,409,0:35:33,108,17,1,35.55,,
14941,40,409,4:31:42,110,14,0,271.7,,
14942,40,409,23:19:16,90,27,0,1399.266667,,
14943,40,412,17:28:05,9,35,0,1048.083333,,
14944,40,412,21:47:29,17,50,0,1307.483333,,
14945,40,413,22:04:38,44,30,0,1324.633333,,
14946,40,414,5:35:21,16,20,0,335.35,,
14947,40,414,15:31:45,121,18,1,931.75,,
14948,40,415,19:23:01,37,49,0,1163.016667,,
14949,40,417,10:39:02,88,7,0,639.0333333,,
14950,40,422,7:01:04,12,32,0,421.0666666999999,,
14951,40,423,4:03:47,84,40,0,243.7833333,,
14952,40,423,20:16:25,98,47,0,1216.416667,,
14953,40,429,23:34:32,53,21,1,1414.533333,,
14954,40,432,1:39:21,5,13,0,99.35,,
14955,40,435,19:13:43,67,4,0,1153.716667,,
14956,40,448,21:18:36,103,27,0,1278.6,,
14957,40,449,9:04:17,51,15,0,544.2833333,,
14958,40,449,17:25:01,117,37,0,1045.016667,,
14959,40,454,19:12:00,107,37,0,1152.0,,
14960,40,458,2:42:30,50,15,0,162.5,,
14961,40,458,6:29:05,22,41,0,389.0833333,,
14962,40,462,3:41:44,90,23,1,221.7333333,,
14963,40,463,15:47:15,29,24,0,947.25,,
14964,40,468,9:06:31,71,25,1,546.5166667000001,,
14965,40,470,1:11:39,23,3,0,71.65,,
14966,40,471,14:39:36,30,31,0,879.6,,
14967,40,475,9:36:01,44,31,0,576.0166667000001,,
14968,40,478,3:42:04,45,1,0,222.06666669999998,,
14969,40,478,19:33:25,30,9,1,1173.416667,,
14970,40,481,12:02:45,105,18,0,722.75,,
14971,40,486,4:38:01,32,33,0,278.0166667,,
14972,40,487,13:05:09,30,4,1,785.15,,
14973,40,487,23:48:24,82,42,0,1428.4,,
14974,40,490,22:08:49,47,12,0,1328.816667,,
14975,40,492,10:04:30,68,32,0,604.5,,
14976,40,494,0:31:25,35,48,0,31.41666667,,
14977,40,494,2:18:49,68,2,0,138.81666669999998,,
14978,40,494,9:05:04,56,32,0,545.0666667,,
14979,40,498,7:24:31,75,23,1,444.5166666999999,,
14980,40,498,19:34:54,16,18,1,1174.9,,
14981,40,498,21:48:36,102,43,0,1308.6,,
14982,40,499,8:33:37,1,12,0,513.6166667,,
14983,40,502,4:00:17,4,12,0,240.2833333,,
14984,40,503,7:00:19,20,32,0,420.3166666999999,,
14985,40,503,10:14:16,22,23,0,614.2666667000001,,
14986,40,505,13:22:32,39,41,1,802.5333333,,
14987,40,506,4:28:44,68,40,0,268.7333333,,
14988,40,506,7:48:30,5,12,0,468.5,,
14989,40,508,8:42:12,80,35,0,522.2,,
14990,40,513,22:45:53,114,34,0,1365.883333,,
14991,40,514,1:48:17,94,14,0,108.28333329999998,,
14992,40,518,15:50:01,1,20,0,950.0166667000001,,
14993,40,518,23:34:09,115,23,0,1414.15,,
14994,40,519,6:36:52,33,6,0,396.8666667,,
14995,40,519,15:45:30,24,3,0,945.5,,
14996,40,520,13:18:51,43,28,1,798.85,,
14997,40,521,4:33:34,61,47,0,273.5666667,,
14998,40,522,2:25:33,94,19,0,145.55,,
14999,40,522,8:21:53,108,26,1,501.88333330000006,,
15000,40,523,6:20:30,30,20,0,380.5,,
15001,40,523,21:35:20,91,23,0,1295.333333,,
15002,40,525,18:05:56,44,9,0,1085.933333,,
15003,40,531,11:02:21,20,50,0,662.35,,
15004,40,531,15:59:41,26,28,0,959.6833332999998,,
15005,40,532,18:55:18,24,47,0,1135.3,,
15006,40,533,5:43:04,56,25,0,343.0666667,,
15007,40,533,18:07:50,72,35,0,1087.833333,,
15008,40,535,9:34:40,100,49,0,574.6666667000001,,
15009,40,535,12:13:26,118,34,0,733.4333333,,
15010,40,536,3:06:05,71,9,0,186.08333330000002,,
15011,40,536,19:27:56,48,11,0,1167.933333,,
15012,40,537,16:14:42,54,2,0,974.7,,
15013,40,539,7:46:52,122,28,1,466.86666669999994,,
15014,40,540,9:22:53,80,37,1,562.8833333,,
15015,40,541,2:11:49,11,10,0,131.8166667,,
15016,40,543,17:21:34,77,11,0,1041.566667,,
15017,40,545,20:37:13,45,39,1,1237.216667,,
15018,40,546,6:30:39,66,33,0,390.65,,
15019,40,546,17:32:31,93,21,1,1052.516667,,
15020,40,549,6:01:14,83,33,0,361.2333333,,
15021,40,550,8:18:51,118,46,1,498.85,,
15022,40,551,7:26:36,119,29,0,446.6,,
15023,40,553,2:27:15,119,26,0,147.25,,
15024,40,553,6:03:51,103,50,0,363.85,,
15025,40,553,7:13:02,35,17,0,433.03333330000004,,
15026,40,554,11:25:02,13,38,0,685.0333333,,
15027,40,556,9:30:36,114,26,0,570.6,,
15028,40,559,12:26:56,16,14,1,746.9333333,,
15029,40,562,5:56:42,7,42,0,356.7,,
15030,40,562,8:05:19,38,44,0,485.3166666999999,,
15031,40,562,16:49:02,113,47,0,1009.033333,,
15032,40,564,10:36:16,64,38,0,636.2666667000001,,
15033,40,564,22:44:38,23,6,0,1364.633333,,
15034,40,568,3:53:21,100,44,1,233.35,,
15035,40,570,7:31:10,58,33,0,451.16666669999995,,
15036,40,571,21:14:09,40,24,0,1274.15,,
15037,40,572,3:57:21,91,22,0,237.35,,
15038,40,572,13:21:22,66,50,0,801.3666667,,
15039,40,572,18:52:58,38,18,1,1132.966667,,
15040,40,574,16:12:00,122,11,0,972.0,,
15041,40,576,8:04:05,75,8,0,484.08333330000005,,
15042,40,578,6:34:17,42,10,1,394.28333330000004,,
15043,40,578,22:16:37,9,19,0,1336.616667,,
15044,40,579,11:40:01,63,46,0,700.0166667000001,,
15045,40,580,7:29:52,35,46,0,449.86666669999994,,
15046,40,580,17:15:27,16,3,0,1035.45,,
15047,40,582,22:10:36,18,3,0,1330.6,,
15048,40,583,20:04:47,24,14,0,1204.783333,,
15049,40,586,19:27:50,29,16,0,1167.833333,,
15050,40,588,22:50:31,110,32,0,1370.516667,,
15051,40,590,20:26:42,1,6,0,1226.7,,
15052,40,592,4:52:32,103,48,0,292.53333330000004,,
15053,40,592,21:51:02,95,24,0,1311.033333,,
15054,40,593,6:43:39,57,18,1,403.65,,
15055,40,593,8:37:40,21,17,0,517.6666667,,
15056,40,596,7:45:17,117,6,1,465.28333330000004,,
15057,40,596,10:12:36,26,22,0,612.6,,
15058,40,597,11:01:17,59,40,0,661.2833333,,
15059,40,598,18:07:50,85,43,1,1087.833333,,
15060,40,601,1:13:01,9,34,0,73.01666667,,
15061,40,602,10:38:40,30,16,0,638.6666667000001,,
15062,40,602,16:25:45,88,6,0,985.75,,
15063,40,603,23:51:11,36,43,0,1431.183333,,
15064,40,603,23:59:47,56,5,0,1439.783333,,
15065,40,608,3:29:28,65,6,0,209.4666667,,
15066,40,609,5:18:54,48,40,0,318.9,,
15067,40,610,7:30:39,123,13,0,450.65,,
15068,40,611,19:24:44,68,47,0,1164.733333,,
15069,40,613,3:44:09,89,42,0,224.15,,
15070,40,614,10:36:39,74,4,0,636.65,,
15071,40,614,17:55:35,21,9,0,1075.583333,,
15072,40,616,22:37:10,42,43,0,1357.166667,,
15073,40,617,7:51:36,38,6,0,471.6,,
15074,40,617,15:04:54,16,37,0,904.9,,
15075,40,623,8:00:37,107,26,0,480.61666669999994,,
15076,40,623,11:00:25,100,38,0,660.4166667000001,,
15077,40,624,15:15:49,102,34,0,915.8166667000002,,
15078,40,624,21:56:59,46,29,0,1316.983333,,
15079,40,629,8:12:08,118,31,0,492.13333330000006,,
15080,40,631,2:05:45,53,43,0,125.75,,
15081,40,632,12:29:15,118,29,0,749.25,,
15082,40,634,16:22:11,13,11,0,982.1833332999998,,
15083,40,636,20:13:22,91,3,0,1213.366667,,
15084,40,637,1:48:07,82,29,0,108.11666670000001,,
15085,40,637,19:31:19,54,48,0,1171.316667,,
15086,40,639,0:48:48,1,27,0,48.8,,
15087,40,639,18:07:11,93,22,0,1087.183333,,
15088,40,639,19:49:35,14,3,0,1189.583333,,
15089,40,640,7:40:07,21,36,0,460.11666669999994,,
15090,40,641,2:30:29,108,19,0,150.4833333,,
15091,40,642,17:36:54,41,14,0,1056.9,,
15092,40,643,8:50:13,37,41,0,530.2166666999999,,
15093,40,645,8:39:06,76,23,0,519.1,,
15094,40,648,3:58:39,1,48,0,238.65,,
15095,40,649,6:27:27,99,44,0,387.45,,
15096,40,650,1:24:41,36,2,0,84.68333333,,
15097,40,650,15:46:37,89,46,0,946.6166667000001,,
15098,40,654,13:08:44,88,5,0,788.7333332999999,,
15099,41,1,9:53:00,39,33,0,593.0,,
15100,41,1,22:24:15,57,3,0,1344.25,,
15101,41,2,9:45:52,68,39,1,585.8666667,,
15102,41,3,10:41:32,9,45,1,641.5333333,,
15103,41,3,20:16:57,22,34,0,1216.95,,
15104,41,4,2:48:07,110,40,0,168.1166667,,
15105,41,5,13:33:54,32,13,0,813.9,,
15106,41,6,19:03:09,83,3,0,1143.15,,
15107,41,7,21:36:07,71,43,0,1296.116667,,
15108,41,8,6:30:21,50,42,1,390.35,,
15109,41,11,10:26:54,67,39,0,626.9,,
15110,41,11,12:50:21,89,33,1,770.35,,
15111,41,14,2:20:40,33,15,0,140.66666669999998,,
15112,41,16,13:14:12,13,10,0,794.2,,
15113,41,20,16:36:43,81,30,0,996.7166667000001,,
15114,41,21,0:33:39,74,21,0,33.65,,
15115,41,25,23:11:54,94,22,0,1391.9,,
15116,41,27,0:09:48,62,20,1,9.8,,
15117,41,29,1:25:40,57,38,1,85.66666667,,
15118,41,29,8:06:29,38,47,0,486.4833333000001,,
15119,41,29,13:23:26,33,13,0,803.4333333,,
15120,41,33,4:22:10,93,27,0,262.1666667,,
15121,41,45,0:26:12,105,10,0,26.2,,
15122,41,47,13:47:08,14,40,1,827.1333333,,
15123,41,51,0:18:55,100,18,0,18.91666667,,
15124,41,53,0:01:06,42,23,0,1.1,,
15125,41,54,23:09:40,81,29,0,1389.666667,,
15126,41,56,14:23:13,46,1,1,863.2166667000001,,
15127,41,56,23:32:45,21,30,0,1412.75,,
15128,41,57,13:37:00,7,45,0,817.0,,
15129,41,58,1:13:57,16,42,0,73.95,,
15130,41,59,16:32:55,98,6,0,992.9166667000002,,
15131,41,59,18:54:57,65,31,0,1134.95,,
15132,41,60,7:03:44,46,46,0,423.7333333000001,,
15133,41,60,14:12:41,100,26,0,852.6833332999998,,
15134,41,62,11:00:40,87,17,0,660.6666667000001,,
15135,41,67,6:56:04,13,12,0,416.0666667,,
15136,41,67,18:46:41,79,15,0,1126.683333,,
15137,41,70,3:24:35,97,30,0,204.58333330000002,,
15138,41,72,3:23:51,68,19,1,203.85,,
15139,41,72,13:37:19,32,8,1,817.3166667,,
15140,41,73,5:58:13,85,32,1,358.21666669999996,,
15141,41,75,0:32:36,96,12,1,32.6,,
15142,41,75,18:25:58,82,47,0,1105.966667,,
15143,41,76,1:03:17,60,50,0,63.28333333,,
15144,41,76,2:24:07,4,45,0,144.1166667,,
15145,41,77,20:30:53,94,49,0,1230.883333,,
15146,41,79,14:29:39,49,23,0,869.65,,
15147,41,80,6:12:46,23,47,0,372.7666667,,
15148,41,81,19:48:37,45,42,0,1188.616667,,
15149,41,82,23:48:34,39,37,0,1428.566667,,
15150,41,84,10:44:20,19,44,0,644.3333332999999,,
15151,41,85,3:08:44,63,47,0,188.7333333,,
15152,41,89,21:39:32,23,5,0,1299.533333,,
15153,41,90,2:47:03,43,4,0,167.05,,
15154,41,91,1:47:36,92,42,0,107.6,,
15155,41,91,20:14:03,30,24,1,1214.05,,
15156,41,93,13:21:38,83,30,1,801.6333333,,
15157,41,93,13:39:30,90,48,0,819.5,,
15158,41,95,5:08:24,61,3,0,308.4,,
15159,41,95,8:53:00,91,15,1,533.0,,
15160,41,96,11:56:49,107,42,0,716.8166667,,
15161,41,98,6:13:10,68,7,0,373.1666667,,
15162,41,99,12:30:20,20,19,0,750.3333332999999,,
15163,41,101,8:18:05,78,21,0,498.08333330000005,,
15164,41,101,17:22:41,41,20,0,1042.683333,,
15165,41,106,0:38:38,70,10,1,38.63333333,,
15166,41,107,14:10:16,123,6,0,850.2666667000001,,
15167,41,109,14:12:23,45,16,0,852.3833332999999,,
15168,41,110,10:55:49,93,16,0,655.8166667,,
15169,41,111,16:22:30,54,16,0,982.5,,
15170,41,117,22:41:37,114,4,0,1361.616667,,
15171,41,118,10:53:23,69,3,1,653.3833333,,
15172,41,119,1:14:59,47,13,0,74.98333333,,
15173,41,119,14:43:17,65,20,0,883.2833332999999,,
15174,41,120,12:33:28,95,8,1,753.4666667,,
15175,41,120,23:18:50,16,34,0,1398.833333,,
15176,41,123,19:34:01,111,50,0,1174.016667,,
15177,41,125,5:27:03,104,36,0,327.05,,
15178,41,129,7:54:04,62,7,0,474.0666666999999,,
15179,41,135,11:46:49,14,36,0,706.8166667,,
15180,41,136,6:28:54,49,39,0,388.9,,
15181,41,136,9:07:50,111,21,0,547.8333332999999,,
15182,41,136,15:27:13,59,33,0,927.2166667000001,,
15183,41,136,23:41:54,85,2,0,1421.9,,
15184,41,137,11:30:37,67,28,0,690.6166667,,
15185,41,138,19:47:02,35,45,0,1187.033333,,
15186,41,138,23:19:01,43,40,0,1399.016667,,
15187,41,146,0:15:28,54,13,0,15.46666667,,
15188,41,147,1:41:31,4,7,0,101.5166667,,
15189,41,149,1:41:46,7,3,0,101.7666667,,
15190,41,158,3:10:18,41,13,0,190.3,,
15191,41,161,2:52:04,102,2,0,172.06666669999998,,
15192,41,162,5:32:24,69,32,0,332.4,,
15193,41,162,9:14:49,51,18,0,554.8166667,,
15194,41,163,17:03:22,19,21,0,1023.366667,,
15195,41,164,23:35:52,87,1,1,1415.866667,,
15196,41,167,12:45:08,41,16,0,765.1333333,,
15197,41,168,10:57:18,51,8,1,657.3,,
15198,41,169,0:01:46,30,32,0,1.766666667,,
15199,41,170,14:31:50,57,22,0,871.8333332999998,,
15200,41,170,15:44:40,119,8,0,944.6666667000002,,
15201,41,172,11:38:20,94,28,0,698.3333332999999,,
15202,41,173,9:57:40,110,42,0,597.6666667000001,,
15203,41,175,9:04:39,59,48,0,544.65,,
15204,41,178,15:18:28,5,22,0,918.4666667000001,,
15205,41,183,1:10:42,11,38,0,70.7,,
15206,41,183,4:59:49,58,17,0,299.8166667,,
15207,41,183,17:30:34,112,38,0,1050.566667,,
15208,41,184,19:12:45,97,3,0,1152.75,,
15209,41,189,13:52:00,71,38,0,832.0,,
15210,41,190,10:38:52,44,30,1,638.8666667,,
15211,41,193,3:36:04,90,36,0,216.06666669999998,,
15212,41,193,21:45:19,73,48,0,1305.316667,,
15213,41,193,22:50:19,64,47,0,1370.316667,,
15214,41,194,17:10:29,114,47,0,1030.483333,,
15215,41,194,17:22:18,5,34,0,1042.3,,
15216,41,195,0:47:11,62,30,0,47.18333333,,
15217,41,198,13:53:46,16,16,0,833.7666667000001,,
15218,41,198,20:19:35,83,14,0,1219.583333,,
15219,41,199,9:19:30,22,4,0,559.5,,
15220,41,202,2:54:43,107,23,0,174.7166667,,
15221,41,202,17:14:15,58,29,0,1034.25,,
15222,41,203,3:02:27,26,45,0,182.45,,
15223,41,203,16:16:11,60,11,0,976.1833332999998,,
15224,41,204,2:49:35,49,11,0,169.58333330000002,,
15225,41,208,12:23:12,90,28,0,743.2,,
15226,41,208,19:28:54,56,39,0,1168.9,,
15227,41,212,16:05:45,84,44,1,965.75,,
15228,41,214,7:19:28,51,24,1,439.46666669999996,,
15229,41,217,13:41:26,45,12,0,821.4333333,,
15230,41,219,12:17:28,52,13,0,737.4666667,,
15231,41,220,22:13:33,101,12,0,1333.55,,
15232,41,222,3:15:29,120,30,0,195.4833333,,
15233,41,222,16:14:11,96,44,0,974.1833332999998,,
15234,41,223,5:49:37,42,38,0,349.6166667,,
15235,41,223,7:17:41,5,2,0,437.6833333000001,,
15236,41,224,21:58:58,17,10,0,1318.966667,,
15237,41,225,4:58:03,63,33,0,298.05,,
15238,41,228,5:18:09,17,2,0,318.15,,
15239,41,232,11:43:24,113,35,0,703.4,,
15240,41,233,11:43:37,62,32,0,703.6166667,,
15241,41,234,1:44:40,68,7,0,104.66666670000001,,
15242,41,234,3:00:09,18,34,0,180.15,,
15243,41,235,0:03:13,95,3,0,3.2166666669999997,,
15244,41,235,2:41:37,24,38,0,161.6166667,,
15245,41,235,8:37:54,86,9,0,517.9,,
15246,41,237,10:28:13,23,4,0,628.2166667,,
15247,41,237,23:20:47,123,22,0,1400.783333,,
15248,41,244,5:52:27,14,44,0,352.45,,
15249,41,245,7:55:49,78,11,0,475.8166666999999,,
15250,41,246,20:31:45,23,30,0,1231.75,,
15251,41,248,11:41:21,79,7,0,701.35,,
15252,41,248,21:24:24,97,29,0,1284.4,,
15253,41,250,11:47:00,94,22,1,707.0,,
15254,41,254,17:45:17,114,47,0,1065.283333,,
15255,41,255,21:12:33,107,4,0,1272.55,,
15256,41,262,0:41:22,4,2,0,41.36666667,,
15257,41,264,1:15:59,50,25,0,75.98333333,,
15258,41,266,20:51:37,97,16,1,1251.616667,,
15259,41,269,21:02:09,108,9,0,1262.15,,
15260,41,274,10:41:31,11,42,0,641.5166667000001,,
15261,41,276,9:05:34,10,28,0,545.5666667,,
15262,41,279,16:36:57,15,12,0,996.95,,
15263,41,280,6:41:52,35,1,0,401.8666667,,
15264,41,283,8:52:11,49,42,0,532.1833333000001,,
15265,41,287,18:07:38,68,8,0,1087.633333,,
15266,41,289,19:12:48,53,45,0,1152.8,,
15267,41,290,9:08:45,51,30,0,548.75,,
15268,41,291,3:06:25,20,3,0,186.41666669999998,,
15269,41,291,20:52:19,52,2,0,1252.316667,,
15270,41,293,0:12:46,81,23,0,12.76666667,,
15271,41,296,6:00:27,103,14,1,360.45,,
15272,41,298,6:14:06,83,6,0,374.1,,
15273,41,301,12:06:52,70,12,0,726.8666667,,
15274,41,301,16:26:29,54,4,0,986.4833332999999,,
15275,41,303,5:58:28,54,11,0,358.46666669999996,,
15276,41,304,20:38:09,23,33,0,1238.15,,
15277,41,304,21:23:44,37,28,0,1283.733333,,
15278,41,307,16:48:44,36,22,1,1008.733333,,
15279,41,308,1:07:10,100,36,0,67.16666667,,
15280,41,308,9:56:22,59,27,0,596.3666667,,
15281,41,309,20:10:50,2,47,0,1210.833333,,
15282,41,311,0:11:24,54,40,0,11.4,,
15283,41,311,17:13:34,120,34,0,1033.566667,,
15284,41,312,5:08:45,76,50,0,308.75,,
15285,41,313,18:07:19,53,18,1,1087.316667,,
15286,41,316,15:26:57,116,5,0,926.95,,
15287,41,317,7:27:36,2,48,0,447.6,,
15288,41,317,12:11:10,59,48,0,731.1666667000001,,
15289,41,322,13:05:48,45,29,0,785.8,,
15290,41,324,4:16:26,110,8,0,256.4333333,,
15291,41,324,18:52:48,117,6,0,1132.8,,
15292,41,325,15:49:43,91,38,0,949.7166667000001,,
15293,41,329,0:48:14,40,18,0,48.23333333,,
15294,41,329,2:38:05,115,15,1,158.08333330000002,,
15295,41,329,9:56:33,60,36,1,596.55,,
15296,41,330,1:57:14,17,26,0,117.23333329999998,,
15297,41,331,5:31:51,115,5,0,331.85,,
15298,41,332,19:53:18,59,50,0,1193.3,,
15299,41,335,5:25:54,103,44,0,325.9,,
15300,41,337,23:06:03,95,19,0,1386.05,,
15301,41,339,22:38:41,92,36,0,1358.683333,,
15302,41,342,3:52:04,116,49,1,232.06666669999998,,
15303,41,342,6:20:49,61,43,0,380.8166667,,
15304,41,344,22:40:21,92,21,1,1360.35,,
15305,41,344,22:44:49,5,9,0,1364.816667,,
15306,41,355,12:10:50,74,30,1,730.8333332999999,,
15307,41,357,11:05:38,41,1,0,665.6333333,,
15308,41,358,3:06:14,29,35,0,186.2333333,,
15309,41,358,11:44:06,31,45,1,704.1,,
15310,41,360,18:37:31,8,11,0,1117.516667,,
15311,41,361,3:53:48,69,11,0,233.8,,
15312,41,361,10:08:48,94,27,0,608.8,,
15313,41,361,15:32:17,93,25,0,932.2833332999999,,
15314,41,366,6:22:41,72,49,0,382.6833333,,
15315,41,366,13:37:27,60,30,0,817.45,,
15316,41,368,5:17:45,103,29,0,317.75,,
15317,41,370,18:35:11,64,47,0,1115.183333,,
15318,41,371,2:22:12,16,28,1,142.2,,
15319,41,371,17:36:00,75,26,0,1056.0,,
15320,41,372,11:10:41,53,14,0,670.6833333,,
15321,41,373,16:01:44,100,38,0,961.7333332999999,,
15322,41,374,22:35:46,96,4,0,1355.766667,,
15323,41,376,9:15:31,68,31,1,555.5166667000001,,
15324,41,380,11:46:24,34,31,0,706.4,,
15325,41,382,3:08:06,58,32,0,188.1,,
15326,41,382,4:16:30,64,23,0,256.5,,
15327,41,382,9:36:41,25,32,0,576.6833333,,
15328,41,386,13:34:45,69,12,0,814.75,,
15329,41,386,19:11:24,68,43,0,1151.4,,
15330,41,387,2:18:36,66,9,0,138.6,,
15331,41,387,8:48:16,87,39,1,528.2666667,,
15332,41,390,22:40:38,54,10,0,1360.633333,,
15333,41,393,6:22:27,113,11,0,382.45,,
15334,41,394,10:22:32,69,49,0,622.5333333,,
15335,41,394,13:29:10,11,7,1,809.1666667000001,,
